University Name,University ID,Database Name,Vendor Name,Subject Area,Product Description,Source URL
University of Cambridge,U0005,Oxford Legal Research Library: International Commercial Law,,,"The International Commercial Law module comprises 45 titles covering the law of sale, and includes related areas, such as the laws of contract and agency, insurance, shipping, and the carriage of goods",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Legal Research Library: Private International Law,,,The Private International Law (PRIL) module comprises 35 key reference works in the field of private international law.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Medical Handbooks,,,"Oxford Handbook of Clinical Medicine, Oxford Handbook of Clinical Specialities, Oxford Handbook of Opthalmology, Oxford Handbook of Psychiatry as well as further medical titles.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Medical Textbooks,,,Access to Oxford Textbook of Palliative Medicine (6th edition) and Oxford Textbook of Medicine (6th edition).,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Music Online (Grove),,,"Over 45,000 articles on people and places, instruments and techniques, genres and styles.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Public International Law,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Reference Online,,,"Oxford Reference Online brings together language and subject reference works from one of the world's biggest reference publishers into a single cross-searchable resource. The Core Collection contains over 100 dictionary, language reference, and subject reference works published by Oxford University Press. It is a fully-indexed, cross-searchable database of these books, giving subscribers unprecedented access to a comprehensive information resource. The Premium Collection offers all of the above, plus added functionality and more detailed information across a broad subject range from titles in the world-renowned Oxford Companions Series, to enhance the coverage already provided by the award-winning Core Collection.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Reports on International Law,,,"Oxford Reports on International Law brings together decisions on public international law from international law courts, domestic courts, and ad hoc tribunals. In this resource, the full scope of international case law is available in one place, accompanied by expert analysis and cross-case navigation via the Oxford Law Citator. New cases are added daily, making Oxford Reports on International Law the most up-to-date source of international case law available.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Research Encyclopedias,,,Cambridge University now has access to all the OREs which currently comprise the following subjects: African history; American history; Anthropology; Asian history; Business & Management; Climate science; Communication; Criminology and Criminal justice; Economics and Finance; Education; Social work; Environmental science; Global public health; International studies; Latin American history; Linguistics; Literature; Natural hazard science; Neuroscience; Physics; Planetary science; Politics; Psychology; Religion.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Scholarly Authorities on International Law,,,"OSAIL includes all of Oxford's leading general texts such as Oppenheim's International Law and Rosalyn Higgins' Problems and Process. It also includes all of the titles in the Oxford Commentaries on International Law such as the commentaries on UN Charter edited by Bruno Simma, on the Statute of the ICJ edited by Andreas Zimmermann, and on the Torture Convention by Manfred Nowak. In addition it includes all titles from the Oxford International Law Library series and other selected authoritative works by authors such as James Crawford, Christine Gray, William Schabas, and Dinah Shelton.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Scholarly Editions Online,,,Subscription includes: Latin poetry; Plato; Renaissance; Shakespeare; Early 17th century; Restoration; 18th century; 19th Century Drama; Romantics.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Scholarship Online,,,"Oxford Scholarship Online is a cross-searchable library containing the full text of scholarly books in the areas of Archaeology, Biology, Business & Management, Chemistry, Classics, Clinical Medicine & Allied Health, Computer Science, Earth Sciences & Geography, Economics, Education, Environmental Science, History, Law, Linguistics, Literature, Mathematics, Music, Neuroscience, Palliative Care, Philosophy, Physics, Political Science, Psychology, Public Health & Epidemiology, Religion, Social Work and Sociology.Specially-commissioned abstracts and keywords are available at book and chapter level, and up to 200 new and recently-published books are added each year.Please note that subscription access does not include Archive Collection titles published 1990-2009, which are acquired on an individual title basis.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Text Archive,,,"The University of Oxford Text Archive develops, collects, catalogues and preserves electronic literary and linguistic resources for use in Higher Education, in research, teaching and learning. The OTA also gives advice on the creation and use of these resources, and is involved in the development of standards and infrastructure for electronic language resources.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford University Studies in the Enlightenment Online,,,"Offers over 700 volumes (in 2025) from the foremost series devoted to Enlightenment studies including history, cultural studies, literature, biography, religious studies, philosophy, and gender studies.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Oxford Very Short Introductions,,,"Since the series was launched it has continued to offer new books each year for students and scholars, and the avidly curious, offering a bridge between reference content and higher academic work. All titles provide intelligent and serious introductions to a huge range of subjects, written by experts in the field who combine facts, analysis, new ideas, and enthusiasm to make challenging topics highly readable.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Pacifism;Disarmament and International Relations - Archives of the Fellowship of Reconciliation: Minute Books and Committee Papers;1915-1960,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Pacifism;Disarmament and International Relations - Archives of War Resisters' International: Minutes;Reports;and Publications;1921-1974,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Pakistan from Crown Rule to Republic: Records of the U.S. Department of State;1945-1949,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PALABRA Archive - Archive of Hispanic Literature on Tape (Library of Congress),,,"Audio recordings of 750 poets and prose writers from Spain, Portugal, Latin America, the Caribbean and from the Hispanic Community in the United States reading from their works.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Palestine and Israel: Records of the U.S. Department of State;1945-1959,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Panama: Records of the U.S. Department of State;1950-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers of Amiri Baraka;Poet Laureate of the Black Power Movement,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers of British Consulates and Legation in China (1722-1951),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers of Joseph Chamberlain,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers of Neville Chamberlain,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers of Sir Austen Chamberlain,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers of Sir Ernest Mason Satow,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers of the Nixon Administration: The President's Confidential and Subject Special Files;1969-1974,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Papers Past: National Libary of New Zealand,,,"Historical newspapers of New Zealand, covering 1840-1915.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Parker Library on the Web,,,"First published in 2009, this multi-year undertaking between Corpus Christi College, Cambridge and the Stanford University Libraries, produced a high-resolution digital copy of every imageable page of over 550 manuscripts, most of which were described in M. R. James, Descriptive Catalogue of the Manuscripts in the Library of Corpus Christi College, Cambridge (Cambridge University Press, 1912). The database provides descriptive information on every manuscript in the collection, complete with bibliographic references to related scholarship, including references to editions, translations, and secondary sources.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Parliament Rolls of Medieval England,,,"PROME contains the full text and translation of the meetings of the English parliament from Edward I to Henry VII, covering the years from 1272 to 1504. All surviving records of the parliaments, including many texts never before published, are given in full, with new scholarly introductions to each parliament. The parliament rolls themselves are freshly transcribed from the original documents, while the transcripts incorporate precise information about the text in the documents (e.g., deleted and unreadable text) never before available.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Pascal and Francis Bibliographic Databases (CNRS),,,"archive of the PASCAL and FRANCIS bibliographic databases in exact, human and social sciences",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Passport,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Patrimoine Numérique,,,"Catalogue of digital collections, cultural heritage",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Patriotes aux Armes! (Patriots to Arms!): The Underground Resistance in France;Belgium;Holland;and Italy;1939-1945,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Patrologia Graeca,,,"For all volumes listed by by volume number, please see https://archive.org/details/PatrologiaGraeca",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Patrologia Latina (New ProQuest platform),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Patrologia Latina Database,,,"Online version of the first edition of Jacques-Paul Migne's Patrologiae Cursus Completus, Series Latina. The PLD contains all 221 volumes of the first edition of Jacques-Paul Migne's Series Latina, which includes the original 217 volumes (1844-1855) plus the later four volumes of indexes (1862-1865). The Patrologia Latina Database covers the works of the Church Fathers from Tertullian in 200 AD to the death of Pope Innocent III in 1216, including all prefatory material, original texts, critical apparatus and indexes. Some major figures included are Hilary, Ambrose, Jerome, Boethius, Isidore, Bede, Peter Damian, Bernard, Augustine, Peter Lombard, Peter Chrysologus and many others. Migne's column numbers, essential references for scholars, are also included. Although the text is primarily in Latin, the database has an English language search engine and help. A cross-search option allows users to find search terms in both the Patrologia Latina Database and the Acta Sanctorum Database. Also, Brill's edition of Jan Frederik Niermeyer's Mediae Latinitatis Lexicon Minus is available from the search page. Bibliotheca Hagiographica Latina reference numbers are also included.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Perdita Manuscripts : Women Writers 1500-1700,,,The manuscripts in this site were written or compiled by women in the British Isles during the sixteenth and seventeenth centuries.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Periodicals Archive Online,,,"A subset of 80 full text journal backfiles published between 1891 and 2000, from the Periodicals Archive Online collection.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Periodicals Index Online,,,"An index to the contents of thousands of journals in the humanities and social sciences, from the 18th century to the present. When complete it is expected to contain records of approximately 23 million journal articles from 7,900 journals. Periodicals Index Online covers journals from North America, the United Kingdom and the rest of the English-speaking world and journals in other European languages including French, German, Italian and Spanish. Periodicals Index Online includes the complete table of contents for each issue of each journal. Bibliographic records are also included for the journals themselves and every journal is indexed under one or more of 37 subject headings eg: Economics, History, Law, Literature, Political Science and Religion.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Perlentaucher,,,Online resources on cultural magazines which contains the press reviews and list of authors.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PERSEE - Portail de revues scientifiques en sciences humaines et sociales,,,"Full text PDF format, French journals in Humanites and Social Sciences",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Persian Gulf States and Yemen;1950-1959,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Personal Justice Denied: Public Hearings of the Commission on Wartime Relocation and Internment;1981,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Peru: Records of the U.S. Department of State;1960-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Peter Lang ebooks,,,"Access to ebook versions of Peter Lang print titles purchased by the UL with a publication date of 2010 - early 2018 as well as additional individually selected ebooks. Includes titles in English, German and French.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Philadelphia Tribune (1912-2001),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PhiloBiblon,,,"Bio-bibliographical database of texts written in various Romance vernaculars of Iberian Peninsula, Middle Age-early Renaissance.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Philosophy Documentation Center Collection,,,A selection of subscribed electronic journals in philosophy and related subjects.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PhilPapers,,,"PhilPapers is a comprehensive index of philosophy books and articles. PhilPapers offers unique features such as real-time indexing of pre-prints, fine-grained classification by topic, email alerts, reading lists, advanced search functionality, and discussion forums.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Phyllis Lyon and Del Martin: Beyond the Daughters of Bilitis,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Phyllis Lyon;Del Martin and the Daughters of Bilitis,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Physical Sciences Data-science Service (PSDS),,,"Access to ACD/iLabs, Detherm, Available Chemical Directory, Cambridge Structural Database (CSD), Inorganic Crystal Structure Database (ICSD), CrystalWorks, and SpresiWeb. Available on campus only.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Pioneers Post,,,University of Cambridge members will need to contact infolib@jbs.cam.ac.uk to be registered for access.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Pittsburgh Courier (1911-2010),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Poland: Records of the U.S. Department of State;1945-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Policing the Shanghai International Settlement;1894-1945,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Political Database of the Americas,,,"Through its website, the PDBA offers centralized and systematized information about institutions and political processes, national constitutions, branches of government, elections, political constitutional studies and other subjects related to the strengthening of democracy in the region.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Political Extremism and Radicalism,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Political Relations and Conflict between Republican China and Imperial Japan;1930-1939: Records of the U.S. State Department,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Political Relations Between China, the U.S. and Other Countries;1910-1929",,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Political, Economic and Military Conditions in China: Reports and Correspondence of the U.S. Military Intelligence Division;1918-1941",,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Politics;Social Activism and Community Support: Selected Gay and Lesbian Periodicals and Newsletters,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Portal del Hispanismo,,,Information on Hispanic Studies throughout the world.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Porträtssammlung Friedrich Nicolas Manskopf,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Post-War Europe: Refugees;Exile and Resettlement;1945-1950,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Practical Law,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Pravda Digital Archive,,,Daily workers’ newspaper and the official organ of the Communist Party of the Russian Federation,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Press Conferences of the U.S. Secretaries of State;1922-1974,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Presse locale ancienne,,,"online version of the Bibliographie de la presse française politique et d'information générale,updated 2 years after the publication of each new print volume",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Price Control in the Courts: The U.S. Emergency Court of Appeals;1941-1961,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PRISMA (Publicaciones y Revistas Sociales y Humanísticas),,,Full-text scholarly journals in social sciences and humanities for  Hispanic and Latin America and the Caribbean Basin.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Project Euclid,,,Mathematics and statistics journals online,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Project MUSE,,,"Project Muse intends to provide networked access to the full text of more than 200 scholarly journals published by several university presses in the humanities, social sciences, and mathematics. Individual titles offered by Project Muse are listed separately in the ejournals@cambridge A-Z",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PROLA - Physical Review Online Archive,,,"APS Journals Archive: Physical Review Letters, Physical Review, and Reviews of Modern Physics",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Propaganda and the Chinese Press : global perspectives, 1946-1996",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ProQuest Academic Complete/Ebook Central,,,"Multi-disciplinary platform offering 180,000+ academic ebooks on subscription as well as access to permanently owned ebooks. Raven login needed on campus for printing, copying & downloading. Incorporates all content previously hosted on Ebrary and MyiLibrary.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ProQuest Dissertations & Theses Abstracting & Indexing Service (PQDT),,,This service has moved to Web of Science - See separate Link on this A-Z - PQDT on the ProQuest platform will continue until 31 August.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ProQuest Dissertations & Theses Citation Index (PQDT),,,"To search this Index, select it from the Web of Science ""Search in"" drop-down list of databases.  This is a comprehensive collection of dissertations and theses from around the world, spanning from 1743 to the present day. Access is to the abstracts only. Full text can either be purchased online via ProQuest directly, or by completing a request form for the Inter-Library Loans dept: https://www.lib.cam.ac.uk/collections/departments/inter-library-loans/inter-library-loan-online-request-form",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ProQuest One Literature,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ProQuest Sociology Database,,,"Covers the international literature of sociology and social work, including relevant titles from related fields such as social policy, social care, social services, social anthropology, gender studies, gerontology, social psychology and population studies.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Prosopography of the Middle Byzantine Period,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PsycARTICLES (via EBSCOHost),,,"PsycARTICLES, from the American Psychological Association (APA), is a source for over 100,000 full-text, peer-reviewed articles from 48 APA journals and from 11 additional journals published by allied organizations. All articles, letters to the editor, and errata in each issue are included. Coverage spans 1894 to present; most APA journals are available from volume one, issue one",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PsycBooks (via EBSCOHost),,,"PsycBooks, from the American Psychological Association (APA), is a source for over 69,000 full-text, peer-reviewed chapters from 4600 scholarly and professional psychology books, including reference works. Coverage spans 1620 to present.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Psychoanalytic Electronic Publishing Journals (PEP-web),,,A growing digital collection of psychoanalytic literature in English,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Psychological Warfare and Propaganda in World War II: Air Dropped and Shelled Leaflets and Periodicals,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PsycINFO (via EBSCOHost),,,"PsycINFO, from the American Psychological Association (APA), contains more than 2 million citations and summaries of scholarly journal articles, book chapters, books, and dissertations, all in psychology and related disciplines, dating as far back as the 1800s.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PsycTESTS (via EBSCOHost),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PTSDpubs,,,The PTSDpubs database includes citations to all literature on post-traumatic stress disorder (PTSD) and other mental-health sequelae of traumatic events.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Public Affairs Information Service (PAIS),,,"PAIS International indexes the public and social policy literature of public administration, political science, economics, finance, international relations, law, and health care, International in scope, PAIS indexes publications in English, French, German, Italian, Portuguese, and Spanish. The database is comprised of abstracts of thousands of journal articles, books, directories, conference proceedings, government documents and statistical yearbooks.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Public Housing;Racial Policies;and Civil Rights: The Intergroup Relations Branch of the Federal Public Housing Administration;1936â€“1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Public Information Online,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Public petitions to Parliament 1833-1918,,,"To search Petitions only, you should go to Advanced Search and untick “Select all” (the default display) and select “Public Petitions 1833-1918",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Publishers Weekly,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,PubMed,,,PubMed is a service of the U.S. National Library of Medicine that includes over 16 million citations from MEDLINE and other life science journals for biomedical articles back to the 1950s. PubMed includes links to full text articles and other related resources,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Punch Historical Archive, 1841-1992",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Queen Victoria's Journals,,,"Publication of the first release of Queen Victoria's Journals marked not only the anniversary of Queen Victoria's birth (24 May 1819), but also the Diamond Jubilee celebrations of HM Queen Elizabeth II. This project makes available online digital images of every page in the entire sequence of Queen Victoria's diaries, and provides full transcriptions and keyword searching of all journal entries.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Quest for Labor Equality in Household Work: National Domestic Workers Union;1965-1979,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Quijote Interactivo - Biblioteca Nacional de España,,,Part of National Library of Spain's website dedicated to study of Don Quixote - their holdings + interactive digitised content.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,R2 Digital Library,,,"A small selection of individually purchased ebooks in the Health Sciences. The R2 Digital Library offers medical, nursing and allied health ebook content from key health science publishers.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Radical Newspapers Archive (Irish Newspapers),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Ralph J. Bunche Oral Histories Collection on the Civil Rights Movement,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RAMBI: The Index of Articles on Jewish studies,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Rand Daily Mail, 1902-1985",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Rastafari Ephemeral Publications from the Written Rastafari Archives Project,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RCAAP Repositórios Científicos de Acesso Aberto de Portugal,,,"Repository for theses and dissertations produced in the 5 Portuguese university members of DiTeD, including the National Library of Portugal",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Real Academia Española - Corpus de Referencia del Español Actual,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Real Academia Española - Corpus Diacrónico del Español,,,Database tracking history of development of Spanish language.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Reaxys,,,"Reaxys is a web-based resource for chemists with a java based structure editor. Access provides tools to plan chemical synthesis and obtain physical properties data for inorganic and organic compounds and reaction information. The database contains citations and links to the literature. Reaxys also provides access to patent data. Data is drawn from the combined content of CrossFire Beilstein, CrossFire Gmelin and Patent Chemistry Database.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Reconstruction;Jim Crow;and the Enforcement of Federal Law in the South;1871-1884,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of the Deutsche Ausland-Institut;Stuttgart: Records on Resettlement,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of the Far Eastern Commission;1945-1952,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of the National Council for United States-China Trade 1973-1983,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of the Office of the Reich Commissioner for the Strengthening of Germandom,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of the Parliaments of Scotland to 1707,,,"A fully searchable database containing the proceedings of the Scottish parliament from the first surviving act of 1235 to the union of 1707. The culmination of over ten years’ work by researchers from the Scottish Parliament Project based in the School of History at the University of St Andrews, the online edition seeks to make this key historical source freely available to all in a technologically advanced and user-friendly format.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of the Persian Gulf War,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of the U.S. Information Service in China: Chinese Press Reviews and Summaries;1944-1950,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Records of US State Department's Division of Chinese Affairs,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Recueil des Cours en ligne,,,"The Hague Academy of International Law Collected Courses Online in private international law and public international law since 1923. Published in the book series ""The Hague Academy Collected Courses"", now comprising over 320 volumes.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Red de Repositorios Latinoamericanos,,,"The Latin American Repository Network portal was developed in 2006 by the University of Chile through its Directorate of Information Services and Libraries (SISIB), with the aim of providing a tool for easy access to full-text electronic publications located in different repositories in Latin American countries. It currently has more than 7.000.000 publications from more than 400 institutions in 21 countries.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Red InterIndi,,,Network of researchers on indigenous cultures and issues throughout the Americas,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Redalyc,,,"Scientific journals from Latin America, Caribbean, Spain and Portugal",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Redalyc Clacso,,,"986 scientific journals, 34412 issues 429989 full text articles. Las ciencias sociales y humanidades por un acceso abierto no comercial, colaborativo y sustentable en ALyC",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Reduccions: revista de poesia,,,Journal on Catalan poetry and literature. All numbers from 1977 available.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Referencia,,,"LA Referencia gives visibility to the scientific production of higher education and research institutions in Latin America, promotes open and free access to the full text, with special emphasis on publicly financed results. In Spanish, Portuguese and English.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Regional Business News,,,Regional Business News provides comprehensive full text for regional business publications. This database has full text for more than 50 sources.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Renaissance Dante in Print,,,Digitised covers of the Divine Comedy from the Zahm Collection at the University of Notre Dame,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Repbase,,,Reference tool for annotating transposable elements in genomic sequences,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Repertorio degli OPAC italiani,,,Portal of online library catalogues of Italian libraries,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Reporting on Africa, From Apartheid to Pan-Africanism, 1949-1995",,,"This collection contains a range of his writings and reports on 20th century African politics. This includes material on Pan-Africanism, including on the Organisation of African Unity, articles documenting and attacking the Apartheid regime in South Africa, as well as exploration of African politics against the back drop of decolonisation and the Cold War.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Reporting on the Coal Industry: The Coal Trade Bulletin;1901-1918,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Republic of New Afrika,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Responsa Project,,,Includes the Talmudic Encyclopaedia,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Restoring Lost Songs: Boethius' Consolation of Philosophy,,,"Resource of the University of Cambridge Faculty of Music, providing access to source materials for the study of the songs from Boethius' On the Consolation of Philosophy to explain techniques of reconstruction, to offer versions created to date, and to receive feedback on the methods employed.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Retronews,,,"RetroNews, the press site of the Bibliothèque nationale de France, gives access to more than 2000 press titles published between 1631 and 1952, adding to the resources present on Gallica. It works as a digital space for consulting newspapers archives, a research tool and a magazine.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Reuters,,,"Exclusive news, data and analytics for financial market professionals",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Revolution in Honduras and American Business: The Quintessential 'Banana Republic',,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Revolution in Mexico;the 1917 Constitution;and Its Aftermath: Records of the U.S. State Department,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Revues culturelles suisses,,,Dictionary of Swiss cultural journals,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RI OPAC Literature Database (Regesta Imperii),,,"The RI OPAC is a freely accessible literature database for medieval research in the entire European language area, covering all disciplines.",https://libguides.cam.ac.uk/az/databases
